function,target,available,ok,n_rows,detail
index_constituent_timeseries,CSE-199911@S&P 500,True,True,1362,
last_quoted_date,CSE-199911,True,True,,
first_quoted_date,CSE-199911,True,True,,
classification_at_level,CSE-199911,True,True,,GICS L1
security_name,CSE-199911,True,True,,
price_timeseries,CSGP,True,True,7029,pandas
index_constituent_timeseries,CSGP@S&P 500,True,True,7029,
last_quoted_date,CSGP,True,True,,
first_quoted_date,CSGP,True,True,,
classification_at_level,CSGP,True,True,,GICS L1
security_name,CSGP,True,True,,
price_timeseries,CSP-199001,True,True,21,pandas
index_constituent_timeseries,CSP-199001@S&P 500,True,True,21,
last_quoted_date,CSP-199001,True,True,,
first_quoted_date,CSP-199001,True,True,,
classification_at_level,CSP-199001,True,True,,GICS L1
security_name,CSP-199001,True,True,,
price_timeseries,CSR-200006,True,True,2643,pandas
index_constituent_timeseries,CSR-200006@S&P 500,True,True,2643,
last_quoted_date,CSR-200006,True,True,,
first_quoted_date,CSR-200006,True,True,,
classification_at_level,CSR-200006,True,True,,GICS L1
security_name,CSR-200006,True,True,,
price_timeseries,CSRA-201804,True,True,598,pandas
index_constituent_timeseries,CSRA-201804@S&P 500,True,True,598,
last_quoted_date,CSRA-201804,True,True,,
first_quoted_date,CSRA-201804,True,True,,
classification_at_level,CSRA-201804,True,True,,GICS L1
security_name,CSRA-201804,True,True,,
price_timeseries,CSX,True,True,9185,pandas
index_constituent_timeseries,CSX@S&P 500,True,True,9185,
last_quoted_date,CSX,True,True,,
first_quoted_date,CSX,True,True,,
classification_at_level,CSX,True,True,,GICS L1
security_name,CSX,True,True,,
price_timeseries,CSY-198505,True,True,0,empty
price_timeseries,CTAS,True,True,9185,pandas
index_constituent_timeseries,CTAS@S&P 500,True,True,9185,
last_quoted_date,CTAS,True,True,,
first_quoted_date,CTAS,True,True,,
classification_at_level,CTAS,True,True,,GICS L1
security_name,CTAS,True,True,,
price_timeseries,CTB-202106,True,True,7918,pandas
index_constituent_timeseries,CTB-202106@S&P 500,True,True,7918,
last_quoted_date,CTB-202106,True,True,,
first_quoted_date,CTB-202106,True,True,,
classification_at_level,CTB-202106,True,True,,GICS L1
security_name,CTB-202106,True,True,,
price_timeseries,CTC-199103,True,True,303,pandas
index_constituent_timeseries,CTC-199103@S&P 500,True,True,303,
last_quoted_date,CTC-199103,True,True,,
first_quoted_date,CTC-199103,True,True,,
classification_at_level,CTC-199103,True,True,,GICS L1
security_name,CTC-199103,True,True,,
price_timeseries,CTCO-199110,True,True,465,pandas
index_constituent_timeseries,CTCO-199110@S&P 500,True,True,465,
last_quoted_date,CTCO-199110,True,True,,
first_quoted_date,CTCO-199110,True,True,,
classification_at_level,CTCO-199110,True,True,,GICS L1
security_name,CTCO-199110,True,True,,
price_timeseries,CTLT-202412,True,True,2614,pandas
index_constituent_timeseries,CTLT-202412@S&P 500,True,True,2614,
last_quoted_date,CTLT-202412,True,True,,
first_quoted_date,CTLT-202412,True,True,,
classification_at_level,CTLT-202412,True,True,,GICS L1
security_name,CTLT-202412,True,True,,
price_timeseries,CTN-197711,True,True,0,empty
price_timeseries,CTRA-202605,True,True,9091,pandas
index_constituent_timeseries,CTRA-202605@S&P 500,True,True,9091,
last_quoted_date,CTRA-202605,True,True,,
first_quoted_date,CTRA-202605,True,True,,
classification_at_level,CTRA-202605,True,True,,GICS L1
security_name,CTRA-202605,True,True,,
price_timeseries,CTSH,True,True,7045,pandas
index_constituent_timeseries,CTSH@S&P 500,True,True,7045,
last_quoted_date,CTSH,True,True,,
first_quoted_date,CTSH,True,True,,
classification_at_level,CTSH,True,True,,GICS L1
security_name,CTSH,True,True,,
price_timeseries,CTVA,True,True,1779,pandas
index_constituent_timeseries,CTVA@S&P 500,True,True,1779,
last_quoted_date,CTVA,True,True,,
first_quoted_date,CTVA,True,True,,
classification_at_level,CTVA,True,True,,GICS L1
security_name,CTVA,True,True,,
price_timeseries,CTX-200908,True,True,4949,pandas
index_constituent_timeseries,CTX-200908@S&P 500,True,True,4949,
last_quoted_date,CTX-200908,True,True,,
first_quoted_date,CTX-200908,True,True,,
classification_at_level,CTX-200908,True,True,,GICS L1
security_name,CTX-200908,True,True,,
price_timeseries,CTXS-202209,True,True,6749,pandas
index_constituent_timeseries,CTXS-202209@S&P 500,True,True,6749,
last_quoted_date,CTXS-202209,True,True,,
first_quoted_date,CTXS-202209,True,True,,
classification_at_level,CTXS-202209,True,True,,GICS L1
security_name,CTXS-202209,True,True,,
price_timeseries,CUD-197107,True,True,0,empty
price_timeseries,CUE-199309,True,True,949,pandas
index_constituent_timeseries,CUE-199309@S&P 500,True,True,949,
last_quoted_date,CUE-199309,True,True,,
first_quoted_date,CUE-199309,True,True,,
classification_at_level,CUE-199309,True,True,,GICS L1
security_name,CUE-199309,True,True,,
price_timeseries,CUL-198909,True,True,0,empty
price_timeseries,CV-197505,True,True,0,empty
price_timeseries,CVC-201606,True,True,6662,pandas
index_constituent_timeseries,CVC-201606@S&P 500,True,True,6662,
last_quoted_date,CVC-201606,True,True,,
first_quoted_date,CVC-201606,True,True,,
classification_at_level,CVC-201606,True,True,,GICS L1
security_name,CVC-201606,True,True,,
price_timeseries,CVG-201810,True,True,5070,pandas
index_constituent_timeseries,CVG-201810@S&P 500,True,True,5070,
last_quoted_date,CVG-201810,True,True,,
first_quoted_date,CVG-201810,True,True,,
classification_at_level,CVG-201810,True,True,,GICS L1
security_name,CVG-201810,True,True,,
price_timeseries,CVGQE-200412,True,True,3755,pandas
index_constituent_timeseries,CVGQE-200412@S&P 500,True,True,3755,
last_quoted_date,CVGQE-200412,True,True,,
first_quoted_date,CVGQE-200412,True,True,,
classification_at_level,CVGQE-200412,True,True,,GICS L1
security_name,CVGQE-200412,True,True,,
price_timeseries,CVH-201305,True,True,5557,pandas
index_constituent_timeseries,CVH-201305@S&P 500,True,True,5557,
last_quoted_date,CVH-201305,True,True,,
first_quoted_date,CVH-201305,True,True,,
classification_at_level,CVH-201305,True,True,,GICS L1
security_name,CVH-201305,True,True,,
price_timeseries,CVN-198802,True,True,0,empty
price_timeseries,CVN-199112,True,True,336,pandas
index_constituent_timeseries,CVN-199112@S&P 500,True,True,336,
last_quoted_date,CVN-199112,True,True,,
first_quoted_date,CVN-199112,True,True,,
classification_at_level,CVN-199112,True,True,,GICS L1
security_name,CVN-199112,True,True,,
price_timeseries,CVNA,True,True,2300,pandas
index_constituent_timeseries,CVNA@S&P 500,True,True,2300,
last_quoted_date,CVNA,True,True,,
first_quoted_date,CVNA,True,True,,
classification_at_level,CVNA,True,True,,GICS L1
security_name,CVNA,True,True,,
price_timeseries,CVS,True,True,9185,pandas
index_constituent_timeseries,CVS@S&P 500,True,True,9185,
last_quoted_date,CVS,True,True,,
first_quoted_date,CVS,True,True,,
classification_at_level,CVS,True,True,,GICS L1
security_name,CVS,True,True,,
price_timeseries,CVSA,True,True,8777,pandas
index_constituent_timeseries,CVSA@S&P 500,True,True,8777,
last_quoted_date,CVSA,True,True,,
first_quoted_date,CVSA,True,True,,
classification_at_level,CVSA,True,True,,GICS L1
security_name,CVSA,True,True,,
price_timeseries,CVX,True,True,9185,pandas
index_constituent_timeseries,CVX@S&P 500,True,True,9185,
last_quoted_date,CVX,True,True,,
first_quoted_date,CVX,True,True,,
classification_at_level,CVX,True,True,,GICS L1
security_name,CVX,True,True,,
price_timeseries,CVX-198604,True,True,0,empty
price_timeseries,CW,True,True,8995,pandas
index_constituent_timeseries,CW@S&P 500,True,True,8995,
last_quoted_date,CW,True,True,,
first_quoted_date,CW,True,True,,
classification_at_level,CW,True,True,,GICS L1
security_name,CW,True,True,,
price_timeseries,CXO-202101,True,True,3388,pandas
index_constituent_timeseries,CXO-202101@S&P 500,True,True,3388,
last_quoted_date,CXO-202101,True,True,,
first_quoted_date,CXO-202101,True,True,,
classification_at_level,CXO-202101,True,True,,GICS L1
security_name,CXO-202101,True,True,,
price_timeseries,CXT,True,True,9185,pandas
index_constituent_timeseries,CXT@S&P 500,True,True,9185,
last_quoted_date,CXT,True,True,,
first_quoted_date,CXT,True,True,,
classification_at_level,CXT,True,True,,GICS L1
security_name,CXT,True,True,,
price_timeseries,CYM-197909,True,True,0,empty
price_timeseries,CYM-199912,True,True,2508,pandas
index_constituent_timeseries,CYM-199912@S&P 500,True,True,2508,
last_quoted_date,CYM-199912,True,True,,
first_quoted_date,CYM-199912,True,True,,
classification_at_level,CYM-199912,True,True,,GICS L1
security_name,CYM-199912,True,True,,
price_timeseries,CYR-199606,True,True,1643,pandas
index_constituent_timeseries,CYR-199606@S&P 500,True,True,1643,
last_quoted_date,CYR-199606,True,True,,
first_quoted_date,CYR-199606,True,True,,
classification_at_level,CYR-199606,True,True,,GICS L1
security_name,CYR-199606,True,True,,
price_timeseries,CZ-198702,True,True,0,empty
price_timeseries,CZR,True,True,8440,pandas
index_constituent_timeseries,CZR@S&P 500,True,True,8440,
last_quoted_date,CZR,True,True,,
first_quoted_date,CZR,True,True,,
classification_at_level,CZR,True,True,,GICS L1
security_name,CZR,True,True,,
price_timeseries,D,True,True,9185,pandas
index_constituent_timeseries,D@S&P 500,True,True,9185,
last_quoted_date,D,True,True,,
first_quoted_date,D,True,True,,
classification_at_level,D,True,True,,GICS L1
security_name,D,True,True,,
price_timeseries,D-196704,True,True,0,empty
price_timeseries,DAL,True,True,4820,pandas
index_constituent_timeseries,DAL@S&P 500,True,True,4820,
last_quoted_date,DAL,True,True,,
first_quoted_date,DAL,True,True,,
classification_at_level,DAL,True,True,,GICS L1
security_name,DAL,True,True,,
price_timeseries,DALRQ-200704,True,True,4367,pandas
index_constituent_timeseries,DALRQ-200704@S&P 500,True,True,4367,
last_quoted_date,DALRQ-200704,True,True,,
first_quoted_date,DALRQ-200704,True,True,,
classification_at_level,DALRQ-200704,True,True,,GICS L1
security_name,DALRQ-200704,True,True,,
price_timeseries,DASH,True,True,1389,pandas
index_constituent_timeseries,DASH@S&P 500,True,True,1389,
last_quoted_date,DASH,True,True,,
first_quoted_date,DASH,True,True,,
classification_at_level,DASH,True,True,,GICS L1
security_name,DASH,True,True,,
price_timeseries,DAY-198709,True,True,0,empty
price_timeseries,DAY-202602,True,True,1954,pandas
index_constituent_timeseries,DAY-202602@S&P 500,True,True,1954,
last_quoted_date,DAY-202602,True,True,,
first_quoted_date,DAY-202602,True,True,,
classification_at_level,DAY-202602,True,True,,GICS L1
security_name,DAY-202602,True,True,,
price_timeseries,DCNAQ-200801,True,True,4559,pandas
index_constituent_timeseries,DCNAQ-200801@S&P 500,True,True,4559,
last_quoted_date,DCNAQ-200801,True,True,,
first_quoted_date,DCNAQ-200801,True,True,,
classification_at_level,DCNAQ-200801,True,True,,GICS L1
security_name,DCNAQ-200801,True,True,,
price_timeseries,DCO-196801,True,True,0,empty
price_timeseries,DD,True,True,2212,pandas
index_constituent_timeseries,DD@S&P 500,True,True,2212,
last_quoted_date,DD,True,True,,
first_quoted_date,DD,True,True,,
classification_at_level,DD,True,True,,GICS L1
security_name,DD,True,True,,
price_timeseries,DD-201708,True,True,6973,pandas
index_constituent_timeseries,DD-201708@S&P 500,True,True,6973,
last_quoted_date,DD-201708,True,True,,
first_quoted_date,DD-201708,True,True,,
classification_at_level,DD-201708,True,True,,GICS L1
security_name,DD-201708,True,True,,
price_timeseries,DDOG,True,True,1698,pandas
index_constituent_timeseries,DDOG@S&P 500,True,True,1698,
last_quoted_date,DDOG,True,True,,
first_quoted_date,DDOG,True,True,,
classification_at_level,DDOG,True,True,,GICS L1
security_name,DDOG,True,True,,
price_timeseries,DDS,True,True,9185,pandas
index_constituent_timeseries,DDS@S&P 500,True,True,9185,
last_quoted_date,DDS,True,True,,
first_quoted_date,DDS,True,True,,
classification_at_level,DDS,True,True,,GICS L1
security_name,DDS,True,True,,
price_timeseries,DE,True,True,9185,pandas
index_constituent_timeseries,DE@S&P 500,True,True,9185,
last_quoted_date,DE,True,True,,
first_quoted_date,DE,True,True,,
classification_at_level,DE,True,True,,GICS L1
security_name,DE,True,True,,
price_timeseries,DEC-199806,True,True,2135,pandas
index_constituent_timeseries,DEC-199806@S&P 500,True,True,2135,
last_quoted_date,DEC-199806,True,True,,
first_quoted_date,DEC-199806,True,True,,
classification_at_level,DEC-199806,True,True,,GICS L1
security_name,DEC-199806,True,True,,
price_timeseries,DECK,True,True,8189,pandas
index_constituent_timeseries,DECK@S&P 500,True,True,8189,
last_quoted_date,DECK,True,True,,
first_quoted_date,DECK,True,True,,
classification_at_level,DECK,True,True,,GICS L1
security_name,DECK,True,True,,
price_timeseries,DEL-197902,True,True,0,empty
price_timeseries,DELL,True,True,2475,pandas
index_constituent_timeseries,DELL@S&P 500,True,True,2475,
last_quoted_date,DELL,True,True,,
first_quoted_date,DELL,True,True,,
classification_at_level,DELL,True,True,,GICS L1
security_name,DELL,True,True,,
price_timeseries,DELL-201310,True,True,6006,pandas
index_constituent_timeseries,DELL-201310@S&P 500,True,True,6006,
last_quoted_date,DELL-201310,True,True,,
first_quoted_date,DELL-201310,True,True,,
classification_at_level,DELL-201310,True,True,,GICS L1
security_name,DELL-201310,True,True,,
price_timeseries,DEN-198501,True,True,0,empty
price_timeseries,DFC-198208,True,True,0,empty
price_timeseries,DFODQ-202106,True,True,6300,pandas
index_constituent_timeseries,DFODQ-202106@S&P 500,True,True,6300,
last_quoted_date,DFODQ-202106,True,True,,
first_quoted_date,DFODQ-202106,True,True,,
classification_at_level,DFODQ-202106,True,True,,GICS L1
security_name,DFODQ-202106,True,True,,
price_timeseries,DFS-202505,True,True,4511,pandas
index_constituent_timeseries,DFS-202505@S&P 500,True,True,4511,
last_quoted_date,DFS-202505,True,True,,
first_quoted_date,DFS-202505,True,True,,
classification_at_level,DFS-202505,True,True,,GICS L1
security_name,DFS-202505,True,True,,
price_timeseries,DG,True,True,4175,pandas
index_constituent_timeseries,DG@S&P 500,True,True,4175,
last_quoted_date,DG,True,True,,
first_quoted_date,DG,True,True,,
classification_at_level,DG,True,True,,GICS L1
security_name,DG,True,True,,
price_timeseries,DG-198610,True,True,0,empty
price_timeseries,DG-200707,True,True,4415,pandas
index_constituent_timeseries,DG-200707@S&P 500,True,True,4415,
last_quoted_date,DG-200707,True,True,,
first_quoted_date,DG-200707,True,True,,
classification_at_level,DG-200707,True,True,,GICS L1
security_name,DG-200707,True,True,,
price_timeseries,DGN-199910,True,True,2472,pandas
index_constituent_timeseries,DGN-199910@S&P 500,True,True,2472,
last_quoted_date,DGN-199910,True,True,,
first_quoted_date,DGN-199910,True,True,,
classification_at_level,DGN-199910,True,True,,GICS L1
security_name,DGN-199910,True,True,,
price_timeseries,DGR-197012,True,True,0,empty
price_timeseries,DGX,True,True,7424,pandas
index_constituent_timeseries,DGX@S&P 500,True,True,7424,
last_quoted_date,DGX,True,True,,
first_quoted_date,DGX,True,True,,
classification_at_level,DGX,True,True,,GICS L1
security_name,DGX,True,True,,
price_timeseries,DHI,True,True,8559,pandas
index_constituent_timeseries,DHI@S&P 500,True,True,8559,
last_quoted_date,DHI,True,True,,
first_quoted_date,DHI,True,True,,
classification_at_level,DHI,True,True,,GICS L1
security_name,DHI,True,True,,
price_timeseries,DHR,True,True,9184,pandas
index_constituent_timeseries,DHR@S&P 500,True,True,9184,
last_quoted_date,DHR,True,True,,
first_quoted_date,DHR,True,True,,
classification_at_level,DHR,True,True,,GICS L1
security_name,DHR,True,True,,
price_timeseries,DI-199809,True,True,2211,pandas
index_constituent_timeseries,DI-199809@S&P 500,True,True,2211,
last_quoted_date,DI-199809,True,True,,
first_quoted_date,DI-199809,True,True,,
classification_at_level,DI-199809,True,True,,GICS L1
security_name,DI-199809,True,True,,
price_timeseries,DIGI-199809,True,True,2195,pandas
index_constituent_timeseries,DIGI-199809@S&P 500,True,True,2195,
last_quoted_date,DIGI-199809,True,True,,
first_quoted_date,DIGI-199809,True,True,,
classification_at_level,DIGI-199809,True,True,,GICS L1
security_name,DIGI-199809,True,True,,
price_timeseries,DIN-196903,True,True,0,empty
price_timeseries,DINO,True,True,9028,pandas
index_constituent_timeseries,DINO@S&P 500,True,True,9028,
last_quoted_date,DINO,True,True,,
first_quoted_date,DINO,True,True,,
classification_at_level,DINO,True,True,,GICS L1
security_name,DINO,True,True,,
price_timeseries,DIS,True,True,9185,pandas
index_constituent_timeseries,DIS@S&P 500,True,True,9185,
last_quoted_date,DIS,True,True,,
first_quoted_date,DIS,True,True,,
classification_at_level,DIS,True,True,,GICS L1
security_name,DIS,True,True,,
price_timeseries,DISCK-202204,True,True,3414,pandas
index_constituent_timeseries,DISCK-202204@S&P 500,True,True,3414,
last_quoted_date,DISCK-202204,True,True,,
first_quoted_date,DISCK-202204,True,True,,
classification_at_level,DISCK-202204,True,True,,GICS L1
security_name,DISCK-202204,True,True,,
price_timeseries,DISH-202312,True,True,7182,pandas
index_constituent_timeseries,DISH-202312@S&P 500,True,True,7182,
